english	category	sub_category	source
Scroll wheel can change zoom distance	interface	generalUI	skillGuide	
Options	interface	generalUI	skillGuide	
Pronouns	interface	generalUI	skillGuide	
Enable profanity filter	interface	generalUI	skillGuide	
Accept aid	interface	generalUI	skillGuide	
Food/Potions can form supply piles on death	interface	generalUI	skillGuide	
Auto-equip worn items from gravestone	interface	generalUI	skillGuide	
Deep Wilderness lever default option	interface	generalUI	skillGuide	
Ammo-picking behaviour	interface	generalUI	skillGuide	
Energy threshold to re-enable running	interface	generalUI	skillGuide	
Quetzal whistle - Default to hunter guild	interface	generalUI	skillGuide	
Camera Effects	interface	generalUI	skillGuide	
Options on the compass for orienting the camera also set its vertical angle	interface	generalUI	skillGuide	
Shows the snow overlays	interface	generalUI	skillGuide	
Visual Effects	interface	generalUI	skillGuide	
Disable colourful fade effects	interface	generalUI	skillGuide	
Beta Worlds	interface	generalUI	skillGuide	
Using these options will affect your save game on beta worlds. The convert option will take a copy of your latest save point, and put it on your beta save profile. When you next sign in to a beta world, you will sign in in that exact state. The reset option will wipe all of your stats, and so on, to experience the beta similarly to if you had just left Tutorial Island.	interface	generalUI	skillGuide	
Convert save to beta worlds	interface	generalUI	skillGuide	
Reset beta world save	interface	generalUI	skillGuide	
He/him	interface	generalUI	skillGuide	
She/her	interface	generalUI	skillGuide	
They/them	interface	generalUI	skillGuide	
Do not enable	interface	generalUI	skillGuide	
General	interface	generalUI	skillGuide	
Game client layout	interface	generalUI	skillGuide	
Show data orbs	interface	generalUI	skillGuide	
Block spontaneous pop-up promotional messages	interface	generalUI	skillGuide	
Collection log - New addition popup	interface	generalUI	skillGuide	
Combat Achievement Tasks - Completion popup	interface	generalUI	skillGuide	
Accept trade delay	interface	generalUI	skillGuide	
Level-up pop-up notifications	interface	generalUI	skillGuide	
Level-up chatbox list	interface	generalUI	skillGuide	
Level-up guide list	interface	generalUI	skillGuide	
Enable interface resizing and repositioning	interface	generalUI	skillGuide	
Enable new-style skill guide interface	interface	generalUI	skillGuide	
Modern menu interface	interface	generalUI	skillGuide	
Modern menu interface - Transparent background	interface	generalUI	skillGuide	
Rune pouch loadout name tags	interface	generalUI	skillGuide	
Show the Store button on desktop	interface	generalUI	skillGuide	
Show Wiki entity lookup	interface	generalUI	skillGuide	
Show Activity Adviser	interface	generalUI	skillGuide	
Quest list sorting	interface	generalUI	skillGuide	
Show quests you lack the requirements for	interface	generalUI	skillGuide	
Show quests you lack the recommended stats for	interface	generalUI	skillGuide	
Hide unstarted quests	interface	generalUI	skillGuide	
Hide quests in progress	interface	generalUI	skillGuide	
Hide completed quests	interface	generalUI	skillGuide	
Hide miniquests	interface	generalUI	skillGuide	
Hide quests	interface	generalUI	skillGuide	
Quest list text size	interface	generalUI	skillGuide	
Hide quest list headers	interface	generalUI	skillGuide	
Disable quest list text shadows	interface	generalUI	skillGuide	
Unstarted quest text colour	interface	generalUI	skillGuide	
In progress quest text colour	interface	generalUI	skillGuide	
Completed quest text colour	interface	generalUI	skillGuide	
Unavailable quest text colour	interface	generalUI	skillGuide	
Reset quest list text colours	interface	generalUI	skillGuide	
Music Player	interface	generalUI	skillGuide	
Display music tracks	interface	generalUI	skillGuide	
Disable music player text shadows	interface	generalUI	skillGuide	
Locked music track text colour	interface	generalUI	skillGuide	
Unlocked music track text colour	interface	generalUI	skillGuide	
Currently playing music track text colour	interface	generalUI	skillGuide	
Unavailable music track text colour	interface	generalUI	skillGuide	
Reset music player text colours	interface	generalUI	skillGuide	
Tooltips	interface	generalUI	skillGuide	
Show the remaining XP for a level in the stats panel	interface	generalUI	skillGuide	
Show prayer tooltips	interface	generalUI	skillGuide	
Show special attack tooltip	interface	generalUI	skillGuide	
Resizable	interface	generalUI	skillGuide	
Click through transparent chatbox	interface	generalUI	skillGuide	
Transparent chatbox	interface	generalUI	skillGuide	
Transparent side panel	interface	generalUI	skillGuide	
Chat box scrollbar position	interface	generalUI	skillGuide	
Modern Layout - Side panel visual appearance	interface	generalUI	skillGuide	
Fixed - Classic layout	interface	generalUI	skillGuide	
Resizable - Classic layout	interface	generalUI	skillGuide	
Resizable - Modern layout	interface	generalUI	skillGuide	
Disabled	interface	generalUI	skillGuide	
Show level only	interface	generalUI	skillGuide	
Show level & unlocks	interface	generalUI	skillGuide	
Classic	interface	generalUI	skillGuide	
Alphabetically	interface	generalUI	skillGuide	
Status	interface	generalUI	skillGuide	
Difficulty	interface	generalUI	skillGuide	
Length	interface	generalUI	skillGuide	
Storyline	interface	generalUI	skillGuide	
Start Location	interface	generalUI	skillGuide	
Recommended Combat	interface	generalUI	skillGuide	
Release Date	interface	generalUI	skillGuide	
Free/Members	interface	generalUI	skillGuide	
Type	interface	generalUI	skillGuide	
Starter	interface	generalUI	skillGuide	
Show as normal	interface	generalUI	skillGuide	
Show as unavailable	interface	generalUI	skillGuide	
Hide	interface	generalUI	skillGuide	
Small	interface	generalUI	skillGuide	
Large	interface	generalUI	skillGuide	
Right	interface	generalUI	skillGuide	
Left	interface	generalUI	skillGuide	
Teleports	interface	generalUI	skillGuide	
Show warning on Wilderness teleport levers	interface	generalUI	skillGuide	
Show warning on Wilderness teleport levers on High Risk worlds	interface	generalUI	skillGuide	
Items	interface	generalUI	skillGuide	
Drop item warning	interface	generalUI	skillGuide	
Minimum item value needed for drop item warning	interface	generalUI	skillGuide	
Casting Alchemy spells on untradeable items always triggers a warning	interface	generalUI	skillGuide	
Minimum item value needed for Alchemy spells warning	interface	generalUI	skillGuide	
Display a warning on login if there are items stored in an item retrieval service	interface	generalUI	skillGuide	
Confirmations	interface	generalUI	skillGuide	
Show confirmation when paying for items from gravestone	interface	generalUI	skillGuide	
World Switcher confirmation	interface	generalUI	skillGuide	
Bank Deposit Box item quantity check	interface	generalUI	skillGuide	
Other notifications	interface	generalUI	skillGuide	
Show warning on exiting Ferox Enclave	interface	generalUI	skillGuide	
Show warning on exiting Ferox Enclave on a High Risk world	interface	generalUI	skillGuide	
Show warning on taking a canoe to the Wilderness	interface	generalUI	skillGuide	
Show warning on taking a canoe to the Wilderness on a High Risk world	interface	generalUI	skillGuide	
Show warning when a buy offer price is too high in the Grand Exchange	interface	generalUI	skillGuide	
Show warning when a sell offer price is too low in the Grand Exchange	interface	generalUI	skillGuide	
<Num0>coins	interface	generalUI	skillGuide	
Confirm: Attack	interface	generalUI	skillGuide	
Game Chat	interface	generalUI	skillGuide	
Clan chat	interface	generalUI	skillGuide	
Show all tracks	interface	generalUI	skillGuide	
Show locked tracks	interface	generalUI	skillGuide	
Hide unlocked tracks	interface	generalUI	skillGuide	
Stone Border	interface	generalUI	skillGuide	
Confirm: Strength	interface	generalUI	skillGuide	
Confirm: Ranged	interface	generalUI	skillGuide	
Confirm: Magic	interface	generalUI	skillGuide	
Confirm: Defence	interface	generalUI	skillGuide	
Confirm: Sailing	interface	generalUI	skillGuide	
Confirm: Hitpoints	interface	generalUI	skillGuide	
Confirm: Prayer	interface	generalUI	skillGuide	
Confirm: Agility	interface	generalUI	skillGuide	
Confirm: Herblore	interface	generalUI	skillGuide	
Confirm: Thieving	interface	generalUI	skillGuide	
Confirm: Crafting	interface	generalUI	skillGuide	
Confirm: Runecraft	interface	generalUI	skillGuide	
Confirm: Slayer	interface	generalUI	skillGuide	
Confirm: Farming	interface	generalUI	skillGuide	
Confirm: Mining	interface	generalUI	skillGuide	
Confirm: Smithing	interface	generalUI	skillGuide	
Confirm: Fishing	interface	generalUI	skillGuide	
Confirm: Cooking	interface	generalUI	skillGuide	
Confirm: Firemaking	interface	generalUI	skillGuide	
Confirm: Woodcutting	interface	generalUI	skillGuide	
Confirm: Fletching	interface	generalUI	skillGuide	
Confirm: Construction	interface	generalUI	skillGuide	
Confirm: Hunter	interface	generalUI	skillGuide	
Bosses	interface	generalUI	skillGuide	
Clues	interface	generalUI	skillGuide	
Collection Log - <Num0>/<Num1>	interface	generalUI	skillGuide	
Abyssal Sire	interface	generalUI	skillGuide	
Alchemical Hydra	interface	generalUI	skillGuide	
Amoxliatl	interface	generalUI	skillGuide	
Araxxor	interface	generalUI	skillGuide	
Barrows Chests	interface	generalUI	skillGuide	
Brutus	interface	generalUI	skillGuide	
Bryophyta	interface	generalUI	skillGuide	
Callisto and Artio	interface	generalUI	skillGuide	
Chaos Elemental	interface	generalUI	skillGuide	
Chaos Fanatic	interface	generalUI	skillGuide	
Commander Zilyana	interface	generalUI	skillGuide	
Corporeal Beast	interface	generalUI	skillGuide	
Crazy Archaeologist	interface	generalUI	skillGuide	
Dagannoth kings	interface	generalUI	skillGuide	
Deranged Archaeologist	interface	generalUI	skillGuide	
Doom of Mokhaiotl	interface	generalUI	skillGuide	
Duke Sucellus	interface	generalUI	skillGuide	
The Fight Caves	interface	generalUI	skillGuide	
Fortis Colosseum	interface	generalUI	skillGuide	
The Gauntlet	interface	generalUI	skillGuide	
General Graardor	interface	generalUI	skillGuide	
Giant Mole	interface	generalUI	skillGuide	
Grotesque Guardians	interface	generalUI	skillGuide	
The Hueycoatl	interface	generalUI	skillGuide	
The Inferno	interface	generalUI	skillGuide	
Kalphite Queen	interface	generalUI	skillGuide	
King Black Dragon	interface	generalUI	skillGuide	
Kraken	interface	generalUI	skillGuide	
Kree'arra	interface	generalUI	skillGuide	
K'ril Tsutsaroth	interface	generalUI	skillGuide	
The Leviathan	interface	generalUI	skillGuide	
Moons of Peril	interface	generalUI	skillGuide	
Nex	interface	generalUI	skillGuide	
The Nightmare	interface	generalUI	skillGuide	
Obor	interface	generalUI	skillGuide	
Phantom Muspah	interface	generalUI	skillGuide	
Royal Titans	interface	generalUI	skillGuide	
Sarachnis	interface	generalUI	skillGuide	
Scorpia	interface	generalUI	skillGuide	
Scurrius	interface	generalUI	skillGuide	
Shellbane Gryphon	interface	generalUI	skillGuide	
Skotizo	interface	generalUI	skillGuide	
Tempoross	interface	generalUI	skillGuide	
Thermonuclear Smoke Devil	interface	generalUI	skillGuide	
Vardorvis	interface	generalUI	skillGuide	
Venenatis and Spindel	interface	generalUI	skillGuide	
Vet'ion and Calvar'ion	interface	generalUI	skillGuide	
Vorkath	interface	generalUI	skillGuide	
The Whisperer	interface	generalUI	skillGuide	
Yama	interface	generalUI	skillGuide	
Zalcano	interface	generalUI	skillGuide	
Zulrah	interface	generalUI	skillGuide	
Chambers of Xeric	interface	generalUI	skillGuide	
Theatre of Blood	interface	generalUI	skillGuide	
Tombs of Amascut	interface	generalUI	skillGuide	
Beginner Treasure Trails	interface	generalUI	skillGuide	
Easy Treasure Trails	interface	generalUI	skillGuide	
Medium Treasure Trails	interface	generalUI	skillGuide	
Hard Treasure Trails	interface	generalUI	skillGuide	
Elite Treasure Trails	interface	generalUI	skillGuide	
Master Treasure Trails	interface	generalUI	skillGuide	
Hard Treasure Trails (Rare)	interface	generalUI	skillGuide	
Elite Treasure Trails (Rare)	interface	generalUI	skillGuide	
Master Treasure Trails (Rare)	interface	generalUI	skillGuide	
Shared Treasure Trail Rewards	interface	generalUI	skillGuide	
Scroll Cases	interface	generalUI	skillGuide	
Barbarian Assault	interface	generalUI	skillGuide	
Brimhaven Agility Arena	interface	generalUI	skillGuide	
Castle Wars	interface	generalUI	skillGuide	
Fishing Trawler	interface	generalUI	skillGuide	
Giants' Foundry	interface	generalUI	skillGuide	
Gnome Restaurant	interface	generalUI	skillGuide	
Guardians of the Rift	interface	generalUI	skillGuide	
Hallowed Sepulchre	interface	generalUI	skillGuide	
Last Man Standing	interface	generalUI	skillGuide	
Magic Training Arena	interface	generalUI	skillGuide	
Mahogany Homes	interface	generalUI	skillGuide	
Mastering Mixology	interface	generalUI	skillGuide	
Pest Control	interface	generalUI	skillGuide	
Rogues' Den	interface	generalUI	skillGuide	
Shades of Mort'ton	interface	generalUI	skillGuide	
Soul Wars	interface	generalUI	skillGuide	
Temple Trekking	interface	generalUI	skillGuide	
Trouble Brewing	interface	generalUI	skillGuide	
Volcanic Mine	interface	generalUI	skillGuide	
Aerial Fishing	interface	generalUI	skillGuide	
All Pets	interface	generalUI	skillGuide	
Boat Paints	interface	generalUI	skillGuide	
Camdozaal	interface	generalUI	skillGuide	
Champion's Challenge	interface	generalUI	skillGuide	
Chompy Bird Hunting	interface	generalUI	skillGuide	
Colossal Wyrm Agility	interface	generalUI	skillGuide	
Creature Creation	interface	generalUI	skillGuide	
Cyclopes	interface	generalUI	skillGuide	
Elder Chaos Druids	interface	generalUI	skillGuide	
Fossil Island Notes	interface	generalUI	skillGuide	
Glough's Experiments	interface	generalUI	skillGuide	
Hunter Guild	interface	generalUI	skillGuide	
Lost Schematics	interface	generalUI	skillGuide	
Monkey Backpacks	interface	generalUI	skillGuide	
Motherlode Mine	interface	generalUI	skillGuide	
My Notes	interface	generalUI	skillGuide	
Ocean Encounters	interface	generalUI	skillGuide	
Random Events	interface	generalUI	skillGuide	
Revenants	interface	generalUI	skillGuide	
Rooftop Agility	interface	generalUI	skillGuide	
Sailing Miscellaneous	interface	generalUI	skillGuide	
Sea Treasures	interface	generalUI	skillGuide	
Shayzien Armour	interface	generalUI	skillGuide	
Skilling Pets	interface	generalUI	skillGuide	
Tormented Demons	interface	generalUI	skillGuide	
Adventure Paths	interface	generalUI	skillGuide	
<Num0>/<Num1> Tasks done	interface	generalUI	skillGuide	
Combat path	interface	generalUI	skillGuide	
Gatherer path	interface	generalUI	skillGuide	
<lt><lt>   Back	interface	mainTabs	questListTab	
